Date,Open,High,Low,Close
18/05 10:50,22481.9,22481.9,22481.9,22481.9
18/05 10:45,22481.9,22481.9,22481.9,22481.9
18/05 10:40,22481.9,22481.9,22481.9,22481.9
18/05 10:35,22481.9,22481.9,22481.9,22481.9
18/05 10:30,22481.9,22481.9,22481.9,22481.9
18/05 10:25,22481.9,22481.9,22481.9,22481.9
18/05 10:20,22481.9,22481.9,22481.9,22481.9
18/05 10:15,22481.9,22481.9,22481.9,22481.9
18/05 10:10,22481.9,22481.9,22481.9,22481.9
18/05 10:05,22481.9,22481.9,22481.9,22481.9
18/05 10:00,22481.9,22520.25,22470.05,22481.9
18/05 09:55,22483.25,22484.5,22470.1,22482.25
18/05 09:50,22503.05,22510.65,22480.5,22482.05
18/05 09:45,22510.2,22512.5,22499.7,22503.1
18/05 09:40,22511.65,22513.8,22508.65,22509.45
18/05 09:35,22514.85,22516.95,22510.15,22512.25
18/05 09:30,22511.95,22518.8,22511.25,22515
18/05 09:25,22505.9,22514.5,22504.85,22512.05
18/05 09:20,22505.45,22510.6,22504.25,22505.95
18/05 09:15,22512.85,22519.85,22495.7,22505.7
17/05 15:25,22472.15,22482.4,22461,22465.55
17/05 15:20,22474,22476.7,22462.3,22471.55
17/05 15:15,22473.4,22485.75,22467,22474.1
17/05 15:10,22461.05,22474.8,22454.6,22474.4
17/05 15:05,22456.7,22462.35,22444.45,22461.1
17/05 15:00,22464.7,22466.2,22443.5,22458.45
17/05 14:55,22473.25,22473.8,22460.15,22463.4
17/05 14:50,22478.3,22480.65,22467.8,22473.15
17/05 14:45,22477.3,22480.4,22466.4,22478.15
17/05 14:40,22486.4,22491.55,22475.95,22477.4
17/05 14:35,22478.7,22490.2,22475.85,22486.25
17/05 14:30,22469.8,22481.7,22466.8,22478.2
17/05 14:25,22477.5,22482.45,22466.4,22469.65
17/05 14:20,22468.8,22481,22468.05,22477.55
17/05 14:15,22483.1,22488.45,22466.1,22469.15
17/05 14:10,22488.55,22491.15,22482.05,22482.1
17/05 14:05,22486.55,22493.3,22481.65,22488.55
17/05 14:00,22473.2,22492.15,22472.65,22486.35
17/05 13:55,22477.65,22481.75,22472.3,22472.8
17/05 13:50,22483.95,22485.45,22469.7,22477.65
17/05 13:45,22475.15,22487.9,22474.6,22483.4
17/05 13:40,22476.1,22481,22472.7,22475.3
17/05 13:35,22500.35,22500.35,22470.4,22475.45
17/05 13:30,22484.75,22502.15,22455.8,22500.2
17/05 13:25,22481.9,22487.1,22479.1,22483.6
17/05 13:20,22476.7,22482.4,22474.1,22481.45
17/05 13:15,22474,22483.7,22467.85,22476.25
17/05 13:10,22460.85,22479,22460.85,22474.6
17/05 13:05,22452.8,22469.95,22449.65,22461.3
17/05 13:00,22463.3,22466.1,22441.45,22453.1
17/05 12:55,22470.05,22471,22450.85,22464.2
17/05 12:50,22472.6,22474.9,22466.3,22470.05
17/05 12:45,22474.2,22477.55,22467.05,22472.05
17/05 12:40,22480.85,22486.45,22472.9,22474.35
17/05 12:35,22480.2,22482.9,22475.95,22480.2
17/05 12:30,22477.45,22484.65,22471.35,22479.95
17/05 12:25,22478.7,22485.2,22476.65,22477.4
17/05 12:20,22470.1,22481.65,22469.7,22478.85
17/05 12:15,22458.55,22472.45,22456.75,22470
17/05 12:10,22474.55,22479.45,22453.7,22458.1
17/05 12:05,22474.15,22474.15,22464.8,22473.2
17/05 12:00,22480.75,22482.1,22467.25,22473.15
17/05 11:55,22485.6,22488.85,22474.05,22480.85
17/05 11:50,22486.15,22490.8,22481.15,22486.4
17/05 11:45,22484.1,22486.95,22475.8,22486.95
17/05 11:40,22467.5,22485,22466.8,22483.5
17/05 11:35,22463.15,22470.75,22462.05,22467.45
17/05 11:30,22459.3,22466,22454.85,22463.4
17/05 11:25,22469.15,22471.9,22441.5,22459.2
17/05 11:20,22472.6,22473.9,22459.4,22469.2
17/05 11:15,22469.2,22479.15,22466.2,22472.35
17/05 11:10,22459.65,22473.7,22451.65,22469.3
17/05 11:05,22465.1,22468.35,22455.45,22459.3
17/05 11:00,22457.9,22469.4,22450.3,22464.45
17/05 10:55,22447.8,22464.65,22444.8,22458.75
17/05 10:50,22432.05,22453.65,22432.05,22447.15
17/05 10:45,22457.95,22464.1,22425.35,22430.15
17/05 10:40,22447.15,22460.05,22441.85,22458
17/05 10:35,22443.25,22471.65,22439.1,22447.1
17/05 10:30,22429.15,22450.6,22425,22443.9
17/05 10:25,22410.4,22439.1,22409.2,22429.6
17/05 10:20,22401.4,22415.1,22390.45,22410.6
17/05 10:15,22390.85,22404.2,22382.75,22402.1
17/05 10:10,22407.75,22409.9,22388.6,22391.8
17/05 10:05,22407.45,22417.9,22370.1,22407.95
17/05 10:00,22407.2,22411.85,22397.1,22407.8
17/05 09:55,22386.5,22420.2,22379.25,22407.05
17/05 09:50,22356.95,22389.3,22351.65,22386.2
17/05 09:45,22358.9,22372.75,22352.95,22357
17/05 09:40,22359.15,22368.4,22345.65,22359.25
17/05 09:35,22375,22379.75,22358.45,22359.1
17/05 09:30,22376.3,22400.35,22352.75,22374.25
17/05 09:25,22365,22381.7,22353.05,22376.65
17/05 09:20,22393.25,22397.2,22357.55,22363.75
17/05 09:15,22415.25,22431.25,22370.1,22395.75
16/05 15:25,22422.55,22424.05,22388.8,22392.35
16/05 15:20,22418.05,22427.25,22410.85,22422.95
16/05 15:15,22403.45,22432.25,22398.5,22417.5
16/05 15:10,22392.75,22406.85,22387.25,22403.25
16/05 15:05,22391.45,22408.75,22381.2,22392.9
16/05 15:00,22361.25,22401.05,22361.25,22390.75
16/05 14:55,22325.65,22360.65,22297.3,22360.65
16/05 14:50,22261,22326.25,22259.55,22325.05
16/05 14:45,22243.4,22270.4,22240.2,22261.25
16/05 14:40,22196.1,22245.5,22191.75,22244.05
16/05 14:35,22171.1,22204,22152.15,22197.95
16/05 14:30,22127.8,22186.2,22127.15,22172.25
16/05 14:25,22131.3,22141.45,22117.4,22126.2
16/05 14:20,22098,22136.85,22089.95,22131.05
16/05 14:15,22065.1,22117.45,22060.45,22097.2
16/05 14:10,22078.75,22081.5,22062.9,22065.5
16/05 14:05,22110.65,22115.6,22062.6,22077.8
16/05 14:00,22112.35,22137.2,22103.1,22112.05
16/05 13:55,22084.8,22121.8,22081.55,22112.35
16/05 13:50,22072.8,22106.95,22071.95,22084.7
16/05 13:45,22072.25,22079.35,22054.55,22072.25
16/05 13:40,22072.25,22095.2,22065.25,22070.2
16/05 13:35,22059.5,22087.6,22058.8,22072.25
16/05 13:30,22073.8,22084.5,22059.05,22060.35
16/05 13:25,22079.6,22103,22073.2,22075.05
16/05 13:20,22092.65,22100.05,22070.5,22079.7
16/05 13:15,22128.55,22128.65,22075.15,22093.4
16/05 13:10,22129.5,22138.75,22123.2,22128.15
16/05 13:05,22121.65,22138.85,22103.8,22129.1
16/05 13:00,22141.45,22151.85,22121.1,22122.55
16/05 12:55,22168.4,22176.6,22130.45,22141.15
16/05 12:50,22170.95,22182.45,22159.95,22168.8
16/05 12:45,22174.55,22186.85,22164.7,22170.7
16/05 12:40,22176.9,22183.85,22168.8,22174.85
16/05 12:35,22163.45,22177.15,22159.7,22176.9
16/05 12:30,22177.5,22188.2,22143.1,22163.35
16/05 12:25,22261.55,22263.45,22175,22180.2
16/05 12:20,22265.75,22270.5,22253.55,22261.35
16/05 12:15,22291.15,22303.55,22262.2,22265.45
16/05 12:10,22230,22290.35,22228.3,22289.5
16/05 12:05,22160,22239.3,22156.5,22229.25
16/05 12:00,22167.3,22181,22155.35,22160.05
16/05 11:55,22157.9,22169.15,22151.75,22164.95
16/05 11:50,22164.4,22171.65,22149.55,22157.45
16/05 11:45,22182.4,22182.7,22152.3,22164.3
16/05 11:40,22159.05,22182.4,22144.5,22182.4
16/05 11:35,22145.5,22164.9,22129.8,22158.7
16/05 11:30,22139.75,22150.45,22130.55,22145.75
16/05 11:25,22145.2,22153.4,22135.4,22139.7
16/05 11:20,22112.25,22144.85,22105.95,22144.85
16/05 11:15,22146.75,22147.45,22106.05,22111.65
16/05 11:10,22140.9,22153.05,22127.35,22147.1
16/05 11:05,22185.45,22185.6,22140.2,22140.75
16/05 11:00,22163.8,22185.4,22158.05,22184.55
16/05 10:55,22164.1,22171.85,22152.75,22163.15
16/05 10:50,22135.1,22165.35,22131.05,22165.05
16/05 10:45,22213.5,22215.1,22132,22132
16/05 10:40,22185.75,22217.9,22183.05,22215.25
16/05 10:35,22196.1,22200,22183.15,22184.9
16/05 10:30,22186.9,22208.35,22182.75,22199.65
16/05 10:25,22177.75,22195.05,22173.55,22186.1
16/05 10:20,22229.55,22235,22165.15,22178.4
16/05 10:15,22244.7,22250.75,22229.35,22229.9
16/05 10:10,22249.45,22260.25,22242.45,22244.45
16/05 10:05,22221.55,22252.95,22216.35,22248.2
16/05 10:00,22239.5,22245.6,22220.2,22220.2
16/05 09:55,22248.75,22265.75,22236.35,22241.55
16/05 09:50,22248.45,22253.95,22226.8,22250.45
16/05 09:45,22239.2,22261.85,22237.9,22248.8
16/05 09:40,22259.7,22267.95,22236.35,22239.35
16/05 09:35,22262.6,22272,22247.35,22260.35
16/05 09:30,22310.95,22316.65,22255.55,22261.35
16/05 09:25,22317.9,22323.75,22302.35,22313.15
16/05 09:20,22292.7,22330,22292.7,22317.75
16/05 09:15,22319.2,22324.3,22281.2,22292.6
15/05 15:25,22199.9,22214.95,22199.35,22210.4
15/05 15:20,22193.5,22201.3,22191.05,22199.45
15/05 15:15,22203.45,22205.4,22188.9,22193.8
15/05 15:10,22205.95,22211.95,22196.6,22205.05
15/05 15:05,22188.95,22206,22183.45,22206
15/05 15:00,22221.95,22233.55,22187.05,22189.5
15/05 14:55,22222.6,22226.15,22215.25,22224.35
15/05 14:50,22220.5,22224.45,22210.35,22222.95
15/05 14:45,22201.85,22227.95,22201.05,22220.85
15/05 14:40,22210.3,22216.45,22200.3,22202.45
15/05 14:35,22199.75,22217.95,22198.3,22211.95
15/05 14:30,22192.95,22202.6,22184.55,22199.4
15/05 14:25,22190.5,22195.85,22182.15,22190.65
15/05 14:20,22195.7,22202.2,22186.9,22190.25
15/05 14:15,22210.4,22215.45,22194.15,22196.35
15/05 14:10,22195.85,22225.8,22193.15,22211.45
15/05 14:05,22189.7,22205.3,22187.35,22196.35
15/05 14:00,22189,22199.7,22185.5,22190.65
15/05 13:55,22186.65,22197.05,22183.1,22188.75
15/05 13:50,22181.9,22190,22171.4,22186.85
15/05 13:45,22190.3,22190.3,22168.45,22182.15
15/05 13:40,22182.55,22190.8,22173.9,22189.7
15/05 13:35,22191.95,22192.6,22179.25,22182.55
15/05 13:30,22193,22193.65,22164.3,22191.2
15/05 13:25,22206.4,22206.85,22188.1,22192.6
15/05 13:20,22198.75,22207.85,22195.1,22206.5
15/05 13:15,22191.2,22202,22176.25,22199
15/05 13:10,22199.6,22202.85,22187.35,22191.9
15/05 13:05,22199.45,22217.3,22192.45,22200.1
15/05 13:00,22190.55,22201.5,22190.4,22199.6
15/05 12:55,22203.05,22205.05,22185.1,22189.9
15/05 12:50,22192.4,22208.2,22187.75,22202.95
15/05 12:45,22204.15,22206.15,22185.8,22192.6
15/05 12:40,22213.55,22214.65,22203,22204.5
15/05 12:35,22206.95,22214.75,22196.3,22214
15/05 12:30,22204.5,22213,22201.05,22206.65
15/05 12:25,22194.3,22208.2,22186.8,22205.5
15/05 12:20,22203.9,22205.85,22175.55,22194.3
15/05 12:15,22203.85,22213,22200.5,22203.7
15/05 12:10,22216.85,22217.5,22202.4,22204.05
15/05 12:05,22209.8,22217.95,22204.3,22216
15/05 12:00,22223.8,22226.25,22205.4,22206.4
15/05 11:55,22184.15,22228.75,22179.75,22223.9
15/05 11:50,22190.35,22195.9,22182.3,22184.45
15/05 11:45,22184.35,22191.65,22180.55,22190.45
15/05 11:40,22182.3,22187.9,22173.25,22184.45
15/05 11:35,22178.8,22191.05,22172.95,22182.55
15/05 11:30,22176.55,22184.4,22164.5,22178.95
15/05 11:25,22228.2,22229.9,22174.6,22177.7
15/05 11:20,22228,22235.2,22223.95,22229.45
15/05 11:15,22230.45,22239.25,22223,22227.7
15/05 11:10,22227.8,22234.55,22222.7,22230.35
15/05 11:05,22240.8,22249.8,22226.2,22227.45
15/05 11:00,22193.45,22254.9,22192.8,22241.6
15/05 10:55,22187.1,22197.8,22183.25,22193.3
15/05 10:50,22169.9,22187.3,22167.9,22186.95
15/05 10:45,22165,22179.6,22158.65,22170.05
15/05 10:40,22160.6,22167.35,22155.95,22165.2
15/05 10:35,22164.5,22174.65,22159.3,22159.95
15/05 10:30,22170.55,22172.35,22151.75,22164.75
15/05 10:25,22177.3,22189.1,22165.15,22168.85
15/05 10:20,22200.35,22202.2,22174.45,22177.1
15/05 10:15,22190.4,22201.55,22161.45,22199.95
15/05 10:10,22187.45,22198.35,22175.5,22189.6
15/05 10:05,22214,22225.15,22168.9,22187.2
15/05 10:00,22249.8,22252.95,22209.15,22214.85
15/05 09:55,22296.55,22297.55,22244.25,22249.4
15/05 09:50,22288.75,22296,22284.65,22296
15/05 09:45,22283.95,22296.35,22281.8,22288.25
15/05 09:40,22257.45,22286.05,22257.25,22283.55
15/05 09:35,22258.25,22263.2,22250.85,22257.85
15/05 09:30,22276.45,22276.45,22248.45,22257.9
15/05 09:25,22260.85,22277.3,22252.6,22275.9
15/05 09:20,22264.05,22265.95,22246.45,22262.05
15/05 09:15,22255.6,22278.55,22241.6,22265.35
14/05 15:25,22216.65,22226.6,22214.3,22223.8
14/05 15:20,22221.2,22225.45,22215.3,22215.55
14/05 15:15,22221.1,22226.95,22217.25,22220.65
14/05 15:10,22222.65,22228.35,22218.7,22222.05
14/05 15:05,22203.55,22223.8,22198.45,22222.45
14/05 15:00,22235.8,22238.1,22195.4,22200.5
14/05 14:55,22246.2,22248.55,22233.85,22236.75
14/05 14:50,22235.45,22248.05,22234.1,22246.05
14/05 14:45,22236.25,22239.75,22228.2,22236.25
14/05 14:40,22232.4,22240.7,22229.55,22236.9
14/05 14:35,22241,22242.7,22226.15,22233.8
14/05 14:30,22256.3,22259.75,22237.35,22240.7
14/05 14:25,22252.05,22266.4,22251.65,22256.6
14/05 14:20,22244,22252.85,22236.55,22251.65
14/05 14:15,22250.7,22251.9,22217.7,22243.7
14/05 14:10,22263.7,22265.5,22246,22250.85
14/05 14:05,22269,22270.05,22252.5,22264.2
14/05 14:00,22258.65,22269.45,22254.75,22268.9
14/05 13:55,22254.75,22260.85,22250.45,22258.5
14/05 13:50,22239.7,22257.5,22238.75,22254.7
14/05 13:45,22241.4,22247.15,22233.85,22241.15
14/05 13:40,22233.9,22241.45,22231.45,22241.45
14/05 13:35,22233.05,22234.1,22222.8,22233.55
14/05 13:30,22230.75,22240,22223.45,22233.3
14/05 13:25,22214.65,22233,22214.3,22230.8
14/05 13:20,22202.2,22214.55,22202.2,22214.5
14/05 13:15,22220.35,22225.75,22202.6,22202.65
14/05 13:10,22226.4,22236.85,22214.95,22220.45
14/05 13:05,22227.8,22230.8,22218.45,22227.15
14/05 13:00,22223.5,22236.8,22219.8,22226.05
14/05 12:55,22226.05,22231.8,22220.55,22223.75
14/05 12:50,22197.4,22228.15,22195.7,22227.25
14/05 12:45,22194.45,22204.5,22192.15,22197.45
14/05 12:40,22194.8,22200.6,22191.75,22194.65
14/05 12:35,22188.95,22195.5,22186.65,22195
14/05 12:30,22184.9,22193.1,22183.2,22190.2
14/05 12:25,22176.15,22186.25,22173.2,22185.05
14/05 12:20,22177.15,22178.85,22168.65,22177.35
14/05 12:15,22185.3,22186.1,22167,22177.1
14/05 12:10,22199.45,22199.45,22184.35,22185.3
14/05 12:05,22193.8,22202.15,22183.4,22199.8
14/05 12:00,22181.9,22194.9,22179.05,22193.85
14/05 11:55,22177.9,22184.65,22172.4,22180.95
14/05 11:50,22185.35,22189.65,22175.7,22177.7
14/05 11:45,22177.3,22189.05,22172.2,22184.9
14/05 11:40,22179.7,22183.65,22175.25,22176.75
14/05 11:35,22161.75,22181.1,22161.1,22179.15
14/05 11:30,22161.7,22175.45,22155.75,22161.8
14/05 11:25,22173.15,22174.85,22159.25,22162.4
14/05 11:20,22183.8,22189.35,22168.2,22173.55
14/05 11:15,22178.9,22189.8,22175.35,22185.15
14/05 11:10,22170.95,22180.65,22169.45,22178.9
14/05 11:05,22160.45,22178.85,22158.8,22171.5
14/05 11:00,22143.8,22163.2,22140.7,22160.5
14/05 10:55,22133.85,22144.45,22131.85,22143.5
14/05 10:50,22149.1,22149.35,22128.75,22132.95
14/05 10:45,22155.75,22157.25,22142.95,22149.25
14/05 10:40,22142.1,22155.35,22134.85,22155.25
14/05 10:35,22139.1,22145.3,22130.75,22142.25
14/05 10:30,22137.1,22144.8,22124.1,22139.75
14/05 10:25,22107.55,22139.95,22102.05,22137.2
14/05 10:20,22123.15,22125.25,22104.1,22107.35
14/05 10:15,22099.2,22127.55,22098.8,22122.85
14/05 10:10,22102.1,22105.45,22081.25,22099.1
14/05 10:05,22104.55,22116.85,22090.35,22101.5
14/05 10:00,22142.45,22143.35,22094.25,22103.65
14/05 09:55,22123.05,22167.55,22118.3,22141.6
14/05 09:50,22132.1,22138.05,22116.4,22121.95
14/05 09:45,22143.5,22145.6,22119.15,22131
14/05 09:40,22145.2,22150.5,22131.35,22143.7
14/05 09:35,22122.25,22148.2,22114.8,22145.65
14/05 09:30,22130.05,22145.15,22102.15,22123.3
14/05 09:25,22128.65,22144.55,22095.15,22129.9
14/05 09:20,22174.15,22174.15,22116.7,22127.6
14/05 09:15,22126.5,22182.7,22124.25,22173.85
13/05 15:25,22124.9,22131.65,22116.5,22119.4
13/05 15:20,22116.85,22126.55,22115.4,22124.55
13/05 15:15,22098.45,22118.9,22092.15,22116.2
13/05 15:10,22097.9,22103.2,22094.25,22098.45
13/05 15:05,22090.35,22107.4,22087.1,22098.1
13/05 15:00,22120,22129.75,22070.55,22091.25
13/05 14:55,22124,22130.7,22115.45,22119.75
13/05 14:50,22117.8,22130.45,22106.6,22124.35
13/05 14:45,22120.55,22124.65,22111.25,22117.7
13/05 14:40,22117.4,22127.15,22102.95,22121.45
13/05 14:35,22107.65,22122.9,22101.15,22117.35
13/05 14:30,22099.75,22126.2,22099.5,22106.05
13/05 14:25,22091,22101.45,22080.05,22100.1
13/05 14:20,22103.9,22103.95,22080.4,22091.5
13/05 14:15,22103.4,22123.45,22101.4,22104.2
13/05 14:10,22085.75,22103.8,22078.5,22103.05
13/05 14:05,22085,22101.4,22081.65,22085.65
13/05 14:00,22102.6,22111.65,22085.75,22085.75
13/05 13:55,22082.95,22104.1,22072.15,22102
13/05 13:50,22009.15,22083.6,22008.25,22083.6
13/05 13:45,21977.75,22010.4,21967.6,22009.55
13/05 13:40,21961.5,21979.2,21954.4,21978.45
13/05 13:35,21942.2,21964.3,21940.45,21961.65
13/05 13:30,21973.6,21974.4,21934,21942.2
13/05 13:25,21967.7,21986.9,21967.3,21973.6
13/05 13:20,22018.55,22019.65,21966.1,21966.35
13/05 13:15,22029.1,22038.05,22016.75,22017.35
13/05 13:10,22024.95,22034.9,22022.7,22029.2
13/05 13:05,22011.05,22028.25,22010.95,22025.8
13/05 13:00,22019.15,22028.35,22011.05,22011.25
13/05 12:55,22005.75,22019.7,22005.75,22019.7
13/05 12:50,22014.35,22016.8,21989.5,22005.9
13/05 12:45,22022.55,22024.25,22001.9,22014.15
13/05 12:40,22032.15,22041,22020.95,22022.45
13/05 12:35,22027.5,22034.75,22018.7,22032.9
13/05 12:30,22023.1,22032.25,22017.25,22027.25
13/05 12:25,21986.55,22024.3,21983.95,22023.6
13/05 12:20,21976.9,21992.4,21973.8,21986.5
13/05 12:15,21986.85,21992.9,21967,21976.25
13/05 12:10,21976.55,21986.6,21969.1,21985.4
13/05 12:05,21987.85,21990.55,21975.35,21976.2
13/05 12:00,21971.15,21989,21971.15,21988.35
13/05 11:55,21976.2,21977.95,21967.55,21971.6
13/05 11:50,21951.15,21977.8,21951.15,21974.75
13/05 11:45,21962.7,21971.1,21947.2,21951.05
13/05 11:40,21980.2,21981.1,21962.75,21962.75
13/05 11:35,21975.65,21989.75,21971.5,21979.85
13/05 11:30,21936.9,21976.95,21932.95,21975
13/05 11:25,21923.6,21938.25,21923.3,21936.15
13/05 11:20,21941.1,21945.9,21922.95,21923.05
13/05 11:15,21911.05,21949.4,21910.7,21940.55
13/05 11:10,21914.75,21917.8,21904.35,21911.1
13/05 11:05,21888.1,21921.55,21886.15,21914.15
13/05 11:00,21873.55,21889.6,21861.2,21887.9
13/05 10:55,21878.35,21878.55,21859.8,21873.25
13/05 10:50,21848.6,21879.6,21841.6,21877.85
13/05 10:45,21832.75,21848.3,21821.05,21848.25
13/05 10:40,21839.3,21841.8,21824.85,21832.85
13/05 10:35,21857.2,21860.25,21838.2,21839.8
13/05 10:30,21874,21876.1,21854.15,21858.05
13/05 10:25,21870.55,21889.75,21868.85,21873.8
13/05 10:20,21860.75,21874.4,21845,21870.7
13/05 10:15,21885.2,21885.2,21852.6,21860.9
13/05 10:10,21866.6,21886.6,21856.3,21886.1
13/05 10:05,21843.3,21868.1,21840.9,21867.75
13/05 10:00,21861.55,21863.8,21828.4,21843.3
13/05 09:55,21876.4,21883.25,21855.45,21860.35
13/05 09:50,21895.65,21897.7,21871.75,21876.8
13/05 09:45,21856.8,21897.3,21856.8,21895.7
13/05 09:40,21887.1,21901.85,21851.6,21857.4
13/05 09:35,21893.75,21908.7,21883.6,21885.95
13/05 09:30,21952.2,21965,21892.4,21894.5
13/05 09:25,21938.25,21979,21937.4,21951.8
13/05 09:20,21968.8,21978.15,21929.4,21938.65
13/05 09:15,22027.95,22067.3,21961.95,21970.2
10/05 15:25,22059.9,22060.95,22041.4,22054
10/05 15:20,22061.1,22062.5,22054.15,22060.4
10/05 15:15,22054.2,22067.45,22046.35,22061.95
10/05 15:10,22060.9,22062.65,22044.25,22054.6
10/05 15:05,22054.3,22072.4,22043.5,22060.05
10/05 15:00,22037.7,22071.7,22036.75,22054.9
10/05 14:55,22033.2,22041.55,22027.95,22037.3
10/05 14:50,22026.45,22036.8,22021.35,22032.8
10/05 14:45,22029.75,22043.8,22020.6,22025.1
10/05 14:40,22014.3,22032.75,22012.5,22030.65
10/05 14:35,22019.2,22022.85,22009.15,22014.75
10/05 14:30,22017.65,22035.5,22016.55,22019.75
10/05 14:25,22022.85,22025.95,22015.85,22018.35
10/05 14:20,22027.25,22032.05,22018.8,22022.7
10/05 14:15,22026.85,22036.8,22015.6,22027.45
10/05 14:10,22036.4,22037.15,22018.5,22027.05
10/05 14:05,22034.4,22042.3,22025.95,22036.4
10/05 14:00,22059.7,22061.9,22033.45,22034.6
10/05 13:55,22054.5,22062.4,22046.45,22059.95
10/05 13:50,22039.9,22060.5,22037.55,22054.7
10/05 13:45,22035.35,22041.1,22026.2,22039.5
10/05 13:40,22024.55,22037.3,22024.1,22035.05
10/05 13:35,22025.55,22028,22013.5,22025.05
10/05 13:30,22015.8,22038.45,22011.5,22023.75
10/05 13:25,21996.15,22017.95,21993.75,22016.5
10/05 13:20,21987.55,22003.95,21985.95,21996.2
10/05 13:15,21992.35,22002.4,21985.2,21988.2
10/05 13:10,22000.8,22005.45,21986.55,21992.5
10/05 13:05,22004.35,22018.85,22000.2,22000.95
10/05 13:00,21995.35,22011.2,21985.15,22004.7
10/05 12:55,22006.45,22013.6,21991.7,21994.7
10/05 12:50,22013.5,22021.45,22004.7,22006.4
10/05 12:45,22024.5,22027.3,22001.6,22013.6
10/05 12:40,22025.85,22033.4,22022.5,22024.75
10/05 12:35,22032.65,22042.2,22026.1,22027.2
10/05 12:30,22017.95,22041,22017.95,22032.5
10/05 12:25,22020.4,22022.5,22000.3,22018.2
10/05 12:20,22023.9,22035.9,22020.55,22020.9
10/05 12:15,22032.5,22038.9,22015.4,22023.7
10/05 12:10,22046.35,22052.2,22027.1,22032.3
10/05 12:05,22035.55,22050.5,22030.05,22047.4
10/05 12:00,22028.6,22046.65,22028.6,22036.1
10/05 11:55,22029.65,22035.15,22015.45,22029.2
10/05 11:50,22036.05,22046,22025.45,22029.85
10/05 11:45,22057.5,22059.65,22033.6,22036.4
10/05 11:40,22054,22059.55,22041.25,22057.4
10/05 11:35,22063.5,22067.95,22046.2,22053.4
10/05 11:30,22075.15,22075.8,22060.45,22063.9
10/05 11:25,22087.9,22093.75,22068.8,22075.35
10/05 11:20,22075.3,22089.25,22069.7,22088.4
10/05 11:15,22056.15,22075.15,22049.95,22075.15
10/05 11:10,22056.25,22062.35,22051,22056.3
10/05 11:05,22032.5,22063.5,22032,22055.2
10/05 11:00,22027.1,22034.7,22018,22031.95
10/05 10:55,22020.2,22037.05,22012.95,22027.05
10/05 10:50,22056,22061.7,22015.65,22020
10/05 10:45,22090.15,22091.1,22047.2,22055.75
10/05 10:40,22098.1,22099.8,22085.65,22090.15
10/05 10:35,22104.6,22110.65,22095.3,22098.3
10/05 10:30,22088.9,22106.95,22078.65,22105.1
10/05 10:25,22095.65,22104.55,22084.65,22088.3
10/05 10:20,22121.75,22121.95,22078.65,22095.9
10/05 10:15,22109.5,22131.3,22102.6,22121.95
10/05 10:10,22103.35,22116.45,22095.95,22110.1
10/05 10:05,22103.4,22120.25,22097.15,22103.3
10/05 10:00,22108.25,22116.1,22094.75,22102.5
10/05 9:55,22095.9,22114.25,22089.7,22108.75
10/05 9:50,22066.6,22100.25,22053.7,22096
10/05 9:45,22069.6,22076.1,22053.55,22066.5
10/05 9:40,22019.25,22071.45,22009.15,22068.85
10/05 9:35,22028.85,22047.55,22015.5,22019.85
10/05 9:30,22049.1,22056.1,22025.35,22029.75
10/05 9:25,22008.85,22050.55,22008.85,22050.55
10/05 9:20,21970.45,22008.3,21950.3,22008.3
10/05 9:15,21990.95,22016.1,21970.45,21970.45
09/05 15:25,21942,21968.15,21941.5,21968.15
09/05 15:20,21947.95,21953.05,21937.35,21942.25
09/05 15:15,21943.2,21948,21932.4,21947.2
09/05 15:10,21969.75,21976.55,21942.5,21943
09/05 15:05,21969.9,21976.8,21952.15,21968.35
09/05 15:00,21991.9,21994.35,21964.85,21971.95
09/05 14:55,22008.55,22016.1,21988.05,21991.9
09/05 14:50,21993.15,22022.85,21993.15,22008.65
09/05 14:45,21972.75,21999.45,21970.5,21993.2
09/05 14:40,22012.45,22018.7,21968.05,21972.4
09/05 14:35,22031.45,22039.4,22004.4,22011.85
09/05 14:30,22042.95,22046.95,22025.6,22030.45
09/05 14:25,22052.15,22063.45,22038.1,22042.95
09/05 14:20,22048.55,22076.9,22045.7,22051.45
09/05 14:15,22061,22065.55,22044.3,22047.95
09/05 14:10,22066.6,22069.95,22048.75,22061.75
09/05 14:05,22047.95,22069.15,22041.95,22066.8
09/05 14:00,22043.25,22048.45,22025.75,22047.05
09/05 13:55,22043.05,22049.7,22031.05,22041.8
09/05 13:50,22070.15,22073.45,22039.75,22043.05
09/05 13:45,22047.3,22081.95,22045.05,22069.15
09/05 13:40,22053.9,22066,22043.1,22045.8
09/05 13:35,22044.5,22057.3,22037.35,22054.25
09/05 13:30,22048.9,22056.55,22037.15,22044.35
09/05 13:25,22022.35,22053.15,22021.05,22049.05
09/05 13:20,22054.85,22057,22021.25,22022.75
09/05 13:15,22058.3,22064.9,22048.9,22055.35
09/05 13:10,22061.05,22062.9,22050.7,22057.95
09/05 13:05,22067.5,22076.1,22059.25,22061.25
09/05 13:00,22046.3,22068.45,22045.25,22066
09/05 12:55,22056.35,22057.55,22030.95,22046.6
09/05 12:50,22087.3,22091.2,22052.45,22055.9
09/05 12:45,22127.05,22133.15,22083.2,22088
09/05 12:40,22134.5,22140.45,22125.05,22127.4
09/05 12:35,22156.3,22162.8,22132.4,22134.15
09/05 12:30,22152.85,22156.75,22146.05,22156.75
